Identifiant;Nom;Adresse;Localisation;Code postal;Code INSEE;Commune;Code catégorie;Sous-Catégorie;Source;Date d’installation;Descriptif;Téléphone;Lien;Ouverture;Capacité;Capacité (valeur);Conditions;Exploitant;Modèle de station;Lignes de transport en commun;Géométrie
34504;Station biclooPlus Lieu Unique (n°61);Quai Malakoff;23, quai Ferdinand Favre;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;4 - 54 - C2 - C3 - LS - NA;"{""type"": ""Point"", ""coordinates"": [-1.54590593917735, 47.215591462644184]}"
34517;Station biclooPlus Canclaux (n°74);Place Canclaux;8, place Canclaux;44100;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;23 - C1 - C3;"{""type"": ""Point"", ""coordinates"": [-1.574924617244764, 47.21433366011057]}"
34538;Station biclooPlus Michelet (n°95);Boulevard Michelet;50, boulevard Michelet;44300;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;26 places;26;ABONNEMENT TICKET;JCDecaux;;10 - 2 - 23 - LC - LN;"{""type"": ""Point"", ""coordinates"": [-1.556322000249148, 47.235157999495556]}"
34540;Station biclooPlus Saint Donatien (n°97);Place du 51ième RA;Place du 51ème Régiment d'Artillerie;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;20 places;20;ABONNEMENT TICKET;JCDecaux;;C1 - LN;"{""type"": ""Point"", ""coordinates"": [-1.540292593812309, 47.2290880859196]}"
34542;Station biclooPlus St Jacques (n°99);Rue Bonne Garde;ST JACQUES - RUE ST JACQUES;44200;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.536540664054582, 47.19589890765901]}"
34446;Station biclooPlus Hôtel De Ville (n°2);Rue de Strasbourg;29, rue de Strasbourg;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;20 places;20;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.5534842898023409, 47.218571812320455]}"
34467;Station biclooPlus Buat (n°23);Rue de Coulmiers;118, rue de Coulmiers;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;11 places;11;ABONNEMENT TICKET;JCDecaux;;C1;"{""type"": ""Point"", ""coordinates"": [-1.542404740836305, 47.227145467552965]}"
34486;Station biclooPlus Machine De L'île (n°43);Boulevard Léon Bureau;3, boulevard Léon Bureau;44200;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;36 places;36;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.564806790344659, 47.20691895753685]}"
34490;Station biclooPlus Martyrs Nantais (n°47);Boulevard Gaston Doumergue;1, boulevard des Martyrs Nantais de la Résistance;44200;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;27 places;27;ABONNEMENT TICKET;JCDecaux;;2 - 3 - LC;"{""type"": ""Point"", ""coordinates"": [-1.548168999615048, 47.20693299869649]}"
34552;Station biclooPlus Clos Toreau (n°109);Rue des Herses;Face 31, boulevard Emile Gabory;44200;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;21 places;21;ABONNEMENT TICKET;JCDecaux;;4 - LS;"{""type"": ""Point"", ""coordinates"": [-1.5293129999111992, 47.19425999941826]}"
34558;Station biclooPlus Trentemoult (n°115);Quai Marcel Boissard;Face 11, quai Marcel Boissard - Trentemoult - REZÉ;44400;44143;Rezé;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;26 places;26;ABONNEMENT TICKET;JCDecaux;;N1;"{""type"": ""Point"", ""coordinates"": [-1.58180600014532, 47.195307999041724]}"
34567;Station biclooPlus Pas Enchantés (n°124);Boulevard des Pas Enchantés;Boulevard des Pas Enchantés - SAINT-SÉBASTIEN-SUR-LOIRE;44230;44190;Saint-Sébastien-sur-Loire;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;25 places;25;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.5227259995294782, 47.20523899911223]}"
34448;Station biclooPlus Moulin (n°4);Rue du Moulin;18, rue du Moulin;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.554384714271656, 47.21666758136109]}"
34449;Station biclooPlus Brossard (n°5);Allée Duquesne;12, Allée Duquesne;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;18 places;18;ABONNEMENT TICKET;JCDecaux;;12 - 23 - C2 - LO;"{""type"": ""Point"", ""coordinates"": [-1.556749263261386, 47.21883722927642]}"
34452;Station biclooPlus Boucherie (n°8);Rue de la Boucherie;4, rue de la Boucherie;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;24 places;24;ABONNEMENT TICKET;JCDecaux;;11 - 2 - 23 - C1 - C2 - C6 - LC - LN - LO;"{""type"": ""Point"", ""coordinates"": [-1.557111680642514, 47.21620089161944]}"
34456;Station biclooPlus Delorme (n°12);Boulevard Gabriel Guist'Hau;1, boulevard Gabriel Guist'Hau - Place Delorme;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;20 places;20;ABONNEMENT TICKET;JCDecaux;;23 - 26 - 54 - C1 - C3 - C6;"{""type"": ""Point"", ""coordinates"": [-1.563900673234135, 47.21515818771438]}"
34469;Station biclooPlus Dalby (n°25);Boulevard Ernest Dalby;61, boulevard Ernest Dalby;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.529959592211888, 47.22350886902881]}"
34477;Station biclooPlus Médiathèque (n°34);Quai de la Fosse;24, quai de la Fosse;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;25 places;25;ABONNEMENT TICKET;JCDecaux;;1 - 11 - LO;"{""type"": ""Point"", ""coordinates"": [-1.56174490604697, 47.21088692504868]}"
34485;Station biclooPlus Gare Maritime (n°42);Quai Ernest Renaud;Quai Ernest Renaud - Place Jacksonville;44100;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;28 places;28;ABONNEMENT TICKET;JCDecaux;;1 - 81 - E1 - LO - LU - N1;"{""type"": ""Point"", ""coordinates"": [-1.5726102863770302, 47.20659772792559]}"
34494;Station biclooPlus Tabarly (n°51);Boulevard de Berlin;5, boulevard de Berlin;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;20 places;20;ABONNEMENT TICKET;JCDecaux;;5 - C3 - LS;"{""type"": ""Point"", ""coordinates"": [-1.52973588559922, 47.214194630802666]}"
34503;Station biclooPlus Gare De Nantes Nord (n°60);Cours John Kennedy;Rue Stanislas Baudry;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;40 places;40;ABONNEMENT TICKET;JCDecaux;;1;"{""type"": ""Point"", ""coordinates"": [-1.543516999390417, 47.21721199935946]}"
34505;Station biclooPlus Gare De Nantes Nord 2 (n°62);Boulevard de Stalingrad;22-23 boulevard de Stalingrad;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;40 places;40;ABONNEMENT TICKET;JCDecaux;;1;"{""type"": ""Point"", ""coordinates"": [-1.5417510000662031, 47.21810299944079]}"
34525;Station biclooPlus Sébilleau (n°82);Rue Docteur Jules Sébilleau;120, rue Dr Jules Sébilleau;44200;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;16 places;16;ABONNEMENT TICKET;JCDecaux;;26 - 5 - LS;"{""type"": ""Point"", ""coordinates"": [-1.5331182447029001, 47.206757511162394]}"
34531;Station biclooPlus Mellinet (n°88);Boulevard Allard;1, boulevard Allard - Place Général Mellinet;44100;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;11 - 23 - C1;"{""type"": ""Point"", ""coordinates"": [-1.577175414925574, 47.211501069223715]}"
34533;Station biclooPlus Procé (n°90);Boulevard Auguste Pageot;Angle boulevard Gaston Serpette - Boulevard Auguste Pageot;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;54;"{""type"": ""Point"", ""coordinates"": [-1.576612844131113, 47.22419506069616]}"
34535;Station biclooPlus Rond Point De Rennes (n°92);Boulevard Lelasseur;Angle boulevard Lelasseur - Rue Paul Bellamy;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;14 places;14;ABONNEMENT TICKET;JCDecaux;;10 - 12 - 23 - 26 - C2 - LO;"{""type"": ""Point"", ""coordinates"": [-1.566059068742884, 47.23302818407049]}"
34536;Station biclooPlus Facultés (n°93);Boulevard Guy Mollet;A l'angle route de la Jonelière -  Boulevard Guy Mollet;44300;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;40 places;40;ABONNEMENT TICKET;JCDecaux;;2 - 75 - LC - LN;"{""type"": ""Point"", ""coordinates"": [-1.555309010906766, 47.246298067059755]}"
34550;Station biclooPlus Moutonnerie (n°107);Rue Francisco Ferrer;Rue Francisco Ferrer;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;1;"{""type"": ""Point"", ""coordinates"": [-1.532947000438565, 47.219900998870145]}"
34553;Station biclooPlus Auditorium (n°110);Avenue de Bretagne;1, avenue de Bretagne - REZÉ;44400;44143;Rezé;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;20 places;20;ABONNEMENT TICKET;JCDecaux;;2 - 3 - 98;"{""type"": ""Point"", ""coordinates"": [-1.5540249996559812, 47.18540199933313]}"
34565;Station biclooPlus Mitrie (n°122);Route de Sainte Luce;5, route de Sainte Luce;44300;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;10 - 11 - 12;"{""type"": ""Point"", ""coordinates"": [-1.526193000097893, 47.228649999265286]}"
34447;Station biclooPlus Strasbourg (n°3);Rue des Carmélites;4, rue des Carmélites - Place Tirant Lo Blanc;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.551540605294652, 47.21647977047657]}"
34451;Station biclooPlus Barillerie (n°7);Allée Penthiévre;2, allée Penthièvre;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;30 places;30;ABONNEMENT TICKET;JCDecaux;;2 - 3;"{""type"": ""Point"", ""coordinates"": [-1.556126126571913, 47.215331357073936]}"
34454;Station biclooPlus Picasso (n°10);Boulevard de Berlin;12, mail Pablo Picasso;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;40 places;40;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.5337959996268369, 47.21620699919081]}"
34470;Station biclooPlus Guist'hau Sud (n°26);Boulevard Gabriel Guist'Hau;30, boulevard Gabriel Guist'Hau - Rue Harouys;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;26 - 54 - C6;"{""type"": ""Point"", ""coordinates"": [-1.567004526653967, 47.21682795858172]}"
34479;Station biclooPlus Alger (n°36);Rue d'Alger;10, rue d'Alger;44100;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.567367999982376, 47.210548998748465]}"
34481;Station biclooPlus Ricordeau (n°38);Chaussée de la Madeleine;Place Alexis-Ricordeau - Chaussée de la Madeleine;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;40 places;40;ABONNEMENT TICKET;JCDecaux;;2 - 3 - 54 - C2 - C3 - LC - LS;"{""type"": ""Point"", ""coordinates"": [-1.553049128960399, 47.212108462375305]}"
34484;Station biclooPlus Brunelière (n°41);Place Commandant Jean l'Herminier;88, quai de la Fosse;44100;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;1 - 11 - LO;"{""type"": ""Point"", ""coordinates"": [-1.5682299993458422, 47.208904998661204]}"
34500;Station biclooPlus Gaëtan Rondeau (n°57);Rue Gaëtan Rondeau;20, rue Gaëtan Rondeau;44200;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;20 places;20;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.537581862893767, 47.20539613114905]}"
34514;Station biclooPlus Talensac Nord (n°71);Rue de Talensac;18, rue Talensac - 26, rue de Bel Air;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;14 places;14;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.5589407462868698, 47.22185363717827]}"
34515;Station biclooPlus Bellamy-Gué Moreau (n°72);Rue Paul Bellamy;138, rue Paul Bellamy;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;12 - 23 - C2 - LO;"{""type"": ""Point"", ""coordinates"": [-1.5618063927217252, 47.22862568931588]}"
34518;Station biclooPlus Lamoricière (n°75);Rue Lamoricière;14 bis, rue Lamoricière - Place Beaumanoir;44100;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.5713693596435112, 47.212308958018596]}"
34529;Station biclooPlus Hauts Pavés (n°86);Rue des Hauts Pavés;Rue de Berry - Rue des Hauts Pavés;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;16 places;16;ABONNEMENT TICKET;JCDecaux;;;"{""type"": ""Point"", ""coordinates"": [-1.5675018422931002, 47.225470625831605]}"
34534;Station biclooPlus Rond Point De Vannes (n°91);Rue Léon Say;65, boulevard Lelasseur;44000;44109;Nantes;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;18 places;18;ABONNEMENT TICKET;JCDecaux;;10 - 3;"{""type"": ""Point"", ""coordinates"": [-1.572114577980977, 47.22958060420423]}"
34541;Station biclooPlus Huit Mai (n°98);Rue Eugène Pottier;Avenue de la Libération - rue Eugène Pottier - REZÉ;44400;44143;Rezé;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;15 places;15;ABONNEMENT TICKET;JCDecaux;;2 - 3 - 97 - 98;"{""type"": ""Point"", ""coordinates"": [-1.550828036968729, 47.18921204626796]}"
34557;Station biclooPlus Atoutsud (n°114);Rue Abbé Grégoire;Angle rue de l'Abbé Grégoire - avenue Maréchal de Tassigny - REZÉ;44400;44143;Rezé;Equipements vélo;biclooPlus;JCDecaux;;;01 30 79 33 44;bicloo.nantesmetropole.fr;7 jours sur 7. 24 h sur 24.;25 places;25;ABONNEMENT TICKET;JCDecaux;;30 - 36 - 97 - LS;"{""type"": ""Point"", ""coordinates"": [-1.570364999961507, 47.194492999216564]}"
